timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1769132667162,85,GET - Average Speed,Non HTTP response code: java.net.SocketException,Non HTTP response message: Connection reset,Thread Group 1-31,text,false,,2632,0,7,7,http://76.13.18.72:8000/api/average-speed,0,0,28
1769132667157,113,GET - Average Speed,Non HTTP response code: java.net.SocketException,Non HTTP response message: Connection reset,Thread Group 1-34,text,false,,2632,0,7,7,http://76.13.18.72:8000/api/average-speed,0,0,32
1769132667160,110,GET - Average Speed,Non HTTP response code: java.net.SocketException,Non HTTP response message: Connection reset,Thread Group 1-33,text,false,,2632,0,7,7,http://76.13.18.72:8000/api/average-speed,0,0,30
1769132667174,96,GET - Traffic Classification,Non HTTP response code: java.net.SocketException,Non HTTP response message: Connection reset,Thread Group 1-36,text,false,,2632,0,7,7,http://76.13.18.72:8000/api/traffic-classification,0,0,37
1769132667271,69,GET - Traffic History by ID,Non HTTP response code: java.net.SocketException,Non HTTP response message: Socket closed,Thread Group 1-36,text,false,,2701,0,10,10,http://76.13.18.72:8000/api/traffic-history/2000046,0,0,36
1769132667248,97,GET - Traffic History,Non HTTP response code: java.net.SocketException,Non HTTP response message: Socket closed,Thread Group 1-32,text,false,,2701,0,7,7,http://76.13.18.72:8000/api/traffic-history,0,0,40
1769132667245,103,GET - Average Speed,Non HTTP response code: java.net.SocketException,Non HTTP response message: Connection reset,Thread Group 1-35,text,false,,2632,0,5,5,http://76.13.18.72:8000/api/average-speed,0,0,43
1769132667248,100,GET - Traffic History,Non HTTP response code: java.net.SocketException,Non HTTP response message: Connection reset,Thread Group 1-31,text,false,,2632,0,5,5,http://76.13.18.72:8000/api/traffic-history,0,0,40
1769132667248,100,GET - Traffic History,Non HTTP response code: java.net.SocketException,Non HTTP response message: Connection reset,Thread Group 1-30,text,false,,2632,0,5,5,http://76.13.18.72:8000/api/traffic-history,0,0,40
1769132667271,80,GET - Traffic History,Non HTTP response code: java.net.SocketException,Non HTTP response message: Socket closed,Thread Group 1-34,text,false,,2701,0,5,5,http://76.13.18.72:8000/api/traffic-history,0,0,36
1769132667349,6,GET - Traffic History,Non HTTP response code: java.net.SocketException,Non HTTP response message: Socket closed,Thread Group 1-35,text,false,,2228,0,3,3,http://76.13.18.72:8000/api/traffic-history,0,0,6
1769132667271,84,GET - Traffic History,Non HTTP response code: java.net.SocketException,Non HTTP response message: Socket closed,Thread Group 1-33,text,false,,2701,0,3,3,http://76.13.18.72:8000/api/traffic-history,0,0,36
